BUYER_COUNTY,all_active_wt,oxy_wt,hyd_wt,perc_oxy,perc_hyd,perc_retail,perc_chain,perc_practitioner,most_dist_channel,pharmacy_num,dominance,State,Year,est_death_rate_cat,Population,median_income,Political.affiliation,act_wt_person_county,political_aff
PUTNAM,17387.498827875,8429.939887875,8957.55894,48.5,51.5,0.5872002270469704,0.40925216404143605,0.003547608911593586,RETAIL PHARMACY,32,No,Ohio,2012,1,34188,56081,Republican,0.508584849300193,Republican
PUTNAM,17387.498827875,8429.939887875,8957.55894,48.5,51.5,0.5872002270469704,0.40925216404143605,0.003547608911593586,RETAIL PHARMACY,32,No,Ohio,2012,1,34188,60693,Republican,0.508584849300193,Republican
PUTNAM,17387.498827875,8429.939887875,8957.55894,48.5,51.5,0.5872002270469704,0.40925216404143605,0.003547608911593586,RETAIL PHARMACY,32,No,Ohio,2012,1,34188,60693,Republican,0.508584849300193,Republican
PUTNAM,17387.498827875,8429.939887875,8957.55894,48.5,51.5,0.5872002270469704,0.40925216404143605,0.003547608911593586,RETAIL PHARMACY,32,No,West Virginia,2012,3,56558,56081,Republican,0.3074277525350083,Republican
PUTNAM,17387.498827875,8429.939887875,8957.55894,48.5,51.5,0.5872002270469704,0.40925216404143605,0.003547608911593586,RETAIL PHARMACY,32,No,West Virginia,2012,3,56558,56081,Republican,0.3074277525350083,Republican
RALEIGH,57161.04656515,45337.94780515,11823.09876,79.3,20.700000000000003,0.4307375717534929,0.5654716776778945,0.0037907505686125853,CHAIN PHARMACY,41,No,West Virginia,2012,6,79059,39325,Democrat,0.7230175763056704,Democrat
RANDOLPH,5999.9454749999995,3037.117875,2962.8276,50.6,49.4,0.1644234267006184,0.832302655511095,0.00327391778828665,CHAIN PHARMACY,10,No,West Virginia,2012,3,29419,37350,Democrat,0.20394797494816275,Democrat
RITCHIE,1339.60266,413.77957499999997,925.823085,30.9,69.1,0.5539452495974235,0.44605475040257647,0,RETAIL PHARMACY,3,Yes,West Virginia,2012,2,10274,35634,Republican,0.13038764453961457,Republican
ROANE,2863.96731045,1056.21264045,1807.75467,36.9,63.1,0.6091142490372272,0.3902439024390244,6.418485237483953e-4,RETAIL PHARMACY,5,Yes,West Virginia,2012,3,14698,27174,Republican,0.19485421897196897,Republican
SUMMERS,3509.452825,1991.260975,1518.19185,56.699999999999996,43.300000000000004,0.5043562439496612,0.4927395934172314,0.002904162633107454,RETAIL PHARMACY,4,Yes,West Virginia,2012,6,13769,33066,Democrat,0.25488073389498145,Democrat
TAYLOR,2017.95399,846.520125,1171.433865,41.9,58.1,0,1,0,CHAIN PHARMACY,3,Yes,West Virginia,2012,2,16996,40720,NA,0.11873111261473288,NA
TUCKER,372.48837,129.768375,242.719995,34.8,65.2,0.7083333333333334,0.2916666666666667,0,RETAIL PHARMACY,2,Yes,West Virginia,2012,2,6945,36445,Democrat,0.053634034557235415,Democrat
TYLER,1101.39999,564.122625,537.277365,51.2,48.8,1,0,0,RETAIL PHARMACY,2,Yes,West Virginia,2012,2,9029,37919,Republican,0.12198471480784139,Republican
UPSHUR,2567.990325,985.70175,1582.288575,38.4,61.6,0.19849418206707733,0.7932922655715263,0.008213552361396304,CHAIN PHARMACY,9,No,West Virginia,2012,2,24484,41214,Republican,0.10488442758536187,Republican
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,Ohio,2012,1,115063,36575,Democrat,0.2542625475593805,Democrat
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,Ohio,2012,1,115063,36575,Republican,0.2542625475593805,Republican
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,Ohio,2012,1,115063,49241,Democrat,0.2542625475593805,Democrat
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,Ohio,2012,1,115063,49241,Republican,0.2542625475593805,Republican
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,West Virginia,2012,4,41695,36575,Democrat,0.7016719393170644,Democrat
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,West Virginia,2012,4,41695,36575,Republican,0.7016719393170644,Republican
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,West Virginia,2012,4,41695,49241,Democrat,0.7016719393170644,Democrat
WAYNE,29256.211509825,19057.295004825,10198.916505,65.10000000000001,34.89999999999999,0.4710703001579779,0.5254739336492891,0.0034557661927330174,CHAIN PHARMACY,37,No,West Virginia,2012,4,41695,49241,Republican,0.7016719393170644,Republican
WEBSTER,1348.678695,382.581375,966.09732,28.4,71.6,0.7697368421052632,0.23026315789473684,0,RETAIL PHARMACY,4,Yes,West Virginia,2012,5,9024,25634,Democrat,0.14945464261968086,Democrat
WETZEL,3112.528035,1298.356125,1814.17191,41.699999999999996,58.300000000000004,0.33987915407854985,0.6578549848942599,0.0022658610271903325,CHAIN PHARMACY,5,Yes,West Virginia,2012,2,16406,37897,Democrat,0.18971888546873095,Democrat
WIRT,405.74818,69.47874999999999,336.26943,17.1,82.9,1,0,0,RETAIL PHARMACY,1,Yes,West Virginia,2012,2,5816,36602,Republican,0.06976412998624484,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,Ohio,2012,1,128642,42734,Republican,0.3340607641687785,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,Ohio,2012,1,128642,42734,Republican,0.3340607641687785,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,Ohio,2012,1,128642,53441,Republican,0.3340607641687785,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,Ohio,2012,1,128642,53441,Republican,0.3340607641687785,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,West Virginia,2012,3,86584,42734,Republican,0.4963300935992793,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,West Virginia,2012,3,86584,42734,Republican,0.4963300935992793,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,West Virginia,2012,3,86584,53441,Republican,0.4963300935992793,Republican
WOOD,42974.2448242,23550.3187942,19423.92603,54.800000000000004,45.199999999999996,0.267683304259749,0.7278149794609194,0.004501716279331495,CHAIN PHARMACY,63,No,West Virginia,2012,3,86584,53441,Republican,0.4963300935992793,Republican
WYOMING,17167.527077575,11763.499652575,5404.027425,68.5,31.5,0.7952,0.2044,4e-4,RETAIL PHARMACY,9,Yes,West Virginia,2012,6,23232,36010,Democrat,0.7389603597441029,Democrat
PIKE,12730.1728859,9185.5861559,3544.58673,72.2,27.799999999999997,0.4965922444183314,0.5034077555816686,0,CHAIN PHARMACY,6,Yes,Ohio,2012,3,28490,39735,Republican,0.4468295151246051,Republican
SCIOTO,32827.736222875,19061.757512875,13765.97871,58.099999999999994,41.900000000000006,0.576089863599893,0.42007666934117854,0.003833467058928412,RETAIL PHARMACY,26,No,Ohio,2012,5,78605,34783,Republican,0.4176291103985115,Republican
PICKAWAY,18624.200202575,13955.128377575,4669.071825,74.9,25.099999999999994,0.576271186440678,0.42194469223907227,0.001784121320249777,RETAIL PHARMACY,10,No,Ohio,2012,2,56361,53750,Republican,0.33044481472250314,Republican
DARKE,7552.494738475,4060.729158475,3491.7655799999998,53.800000000000004,46.199999999999996,0.26549513179767276,0.7340299216338162,4.749465685110425e-4,CHAIN PHARMACY,9,Yes,Ohio,2012,3,52498,44311,Republican,0.14386252311469008,Republican
FRANKLIN,448119.6818857,327601.1903857,120518.49150000002,73.1,26.900000000000006,0.14910477505609868,0.8471370062924664,0.0037582186514350277,CHAIN PHARMACY,316,No,Ohio,2012,3,1197690,50700,Democrat,0.37415331336631347,Democrat
MIAMI,21720.545700075,11207.154165075,10513.391534999999,51.6,48.4,0.20814429567334292,0.789753236693593,0.00210246763306407,CHAIN PHARMACY,17,No,Ohio,2012,3,103125,52292,Republican,0.21062347345527271,Republican
PREBLE,11754.65599575,6431.34352575,5323.31247,54.7,45.3,0.4067938771230866,0.5932061228769134,0,CHAIN PHARMACY,6,Yes,Ohio,2012,3,41856,48899,Republican,0.28083562680977636,Republican
PORTAGE,31464.0658357,20514.9679207,10949.097915,65.2,34.8,0.16618475117942474,0.8318368589255821,0.0019783898949931517,CHAIN PHARMACY,37,No,Ohio,2012,2,161482,51969,Republican,0.19484565360659392,Republican
STARK,110978.31252075001,68015.29936575,42963.013155,61.3,38.7,0.3480077565907937,0.6508149037351678,0.001177339674038506,CHAIN PHARMACY,104,No,Ohio,2012,2,374807,45689,Republican,0.29609455672052554,Republican
HAMILTON,290853.14485262503,215320.58790512502,75532.55694750001,74,26,0.14799697987678773,0.8491689189928545,0.0028341011303577093,CHAIN PHARMACY,212,No,Ohio,2012,3,802316,49104,Democrat,0.36251694451142075,Democrat
CUYAHOGA,276317.1384256,201357.62890210003,74959.5095235,72.89999999999999,27.10000000000001,0.1457201311129199,0.8486591724046901,0.005620696482389951,CHAIN PHARMACY,323,No,Ohio,2012,3,1265798,43861,Democrat,0.2182948135686737,Democrat
PERRY,12865.14563515,8564.41430515,4300.73133,66.60000000000001,33.39999999999999,0.7134182174338883,0.27972575905974534,0.0068560235063663075,RETAIL PHARMACY,8,No,Ohio,2012,2,36009,42222,Republican,0.3572758375725513,Republican
BUTLER,229903.340780125,136475.606315125,93427.734465,59.4,40.6,0.24561849661983173,0.7528980439527836,0.001483459427384661,CHAIN PHARMACY,87,No,Ohio,2012,3,370802,56253,Republican,0.6200164529320904,Republican
SENECA,14794.2981359,9037.1257559,5757.17238,61.1,38.9,0.3912196848999823,0.6022304832713755,0.006549831828642237,CHAIN PHARMACY,18,No,Ohio,2012,1,56037,42375,Republican,0.2640094604618377,Republican
WASHINGTON,23168.254562399998,10788.2332074,12380.021354999999,46.6,53.4,0.1574074074074074,0.8392775491540924,0.0033150434385002285,CHAIN PHARMACY,19,No,Ohio,2012,2,61509,43829,Republican,0.37666446475149973,Republican
ROSS,38771.52192075,28936.54162575,9834.980295,74.6,25.400000000000006,0.4417140886359717,0.5576823590274185,6.035523366097603e-4,CHAIN PHARMACY,18,No,Ohio,2012,4,77453,44089,Republican,0.5005812805281913,Republican
COSHOCTON,7390.32268,4859.47825,2530.84443,65.8,34.2,0.2480942480942481,0.7519057519057519,0,CHAIN PHARMACY,7,No,Ohio,2012,2,36821,41885,Republican,0.20070945058526385,Republican
DELAWARE,37099.320263274996,26372.101448275,10727.218815,71.1,28.900000000000006,0.05023317788141239,0.9443704197201865,0.005396402398401066,CHAIN PHARMACY,45,No,Ohio,2012,1,181127,90499,Republican,0.20482490331797576,Republican
CLERMONT,72225.8157545,48541.8110045,23684.00475,67.2,32.8,0.15462474426617853,0.8434011700943972,0.0019740856394242848,CHAIN PHARMACY,59,No,Ohio,2012,3,199242,60590,Republican,0.3625029650098875,Republican
ALLEN,20322.265398325,11004.599403324999,9317.665995,54.2,45.8,0.2689295039164491,0.7281331592689295,0.00293733681462141,CHAIN PHARMACY,32,No,Ohio,2012,2,105329,43194,Republican,0.19294083679067492,Republican
MADISON,12060.441578325,8725.292978325,3335.1486,72.3,27.700000000000003,0.44137086903304773,0.5510403916768666,0.007588739290085679,CHAIN PHARMACY,13,No,Ohio,2012,2,42949,54647,Republican,0.2808084374100678,Republican
BROWN,15210.83737,9768.488125,5442.349244999999,64.2,35.8,0.4341118491536319,0.5658881508463681,0,CHAIN PHARMACY,8,Yes,Ohio,2012,4,44399,45807,Republican,0.34259414333656163,Republican
LORAIN,71601.032081625,47797.475966624996,23803.556115,66.8,33.2,0.1344590368980613,0.8606212215968313,0.004919741505107359,CHAIN PHARMACY,79,No,Ohio,2012,2,301652,51756,Democrat,0.23736302786530505,Democrat
ERIE,25472.0369192,18402.7054442,7069.331475,72.2,27.799999999999997,0.21062126508061788,0.7849813958732664,0.004397339046115683,CHAIN PHARMACY,26,No,Ohio,2012,2,76464,46906,Republican,0.3331245673676501,Republican
LAKE,64664.267915525,47711.720900525,16952.547015,73.8,26.200000000000003,0.09079637577491655,0.9054840247973295,0.0037195994277539344,CHAIN PHARMACY,65,No,Ohio,2012,2,229338,56231,Republican,0.2819605469461014,Republican
TUSCARAWAS,22054.1996242,12313.7222692,9740.477354999999,55.800000000000004,44.199999999999996,0.4606919902655804,0.5383557295524283,9.522801819913237e-4,CHAIN PHARMACY,22,No,Ohio,2012,1,92501,43869,Republican,0.23842120219457086,Republican
MEDINA,46774.487416949996,31422.30016695,15352.187249999999,67.2,32.8,0.24410127253446448,0.7524522799575822,0.0034464475079533405,CHAIN PHARMACY,42,No,Ohio,2012,2,173674,65768,Republican,0.269323487781418,Republican
HURON,20934.019372875,15683.521387875,5250.497985,74.9,25.099999999999994,0.1628292198111645,0.8361769090607918,9.938711280437303e-4,CHAIN PHARMACY,15,No,Ohio,2012,2,59262,48335,Republican,0.35324523932494684,Republican
SUMMIT,182295.524677475,134114.565895475,48180.958782,73.6,26.400000000000006,0.31841079406895817,0.679862582103633,0.0017266238274088182,CHAIN PHARMACY,135,No,Ohio,2012,3,541192,49227,Democrat,0.33684076016917286,Democrat
GEAUGA,16827.04374605,11916.25083605,4910.79291,70.8,29.200000000000003,0.06832124930284439,0.9241494701617401,0.007529280535415505,CHAIN PHARMACY,21,No,Ohio,2012,2,93859,66127,Republican,0.17928002371695842,Republican
WYANDOT,2405.788387725,1426.735507725,979.05288,59.3,40.7,0.5897763578274761,0.40894568690095845,0.0012779552715654952,RETAIL PHARMACY,7,No,Ohio,2012,1,22598,46129,Republican,0.10646023487587397,Republican
ASHLAND,6893.2393159,4244.7505309,2648.488785,61.6,38.4,0.34784159828754907,0.6503745986443097,0.0017838030681412772,CHAIN PHARMACY,10,No,Ohio,2012,2,53238,44996,Republican,0.1294796821048875,Republican
ASHTABULA,40606.0772927,33325.9152677,7280.162025,82.1,17.900000000000006,0.3618068751079634,0.637415788564519,7.77336327517706e-4,CHAIN PHARMACY,26,No,Ohio,2012,2,100268,41075,Republican,0.40497543875114694,Republican
GREENE,42947.01232195,25275.29551195,17671.716809999998,58.9,41.1,0.24847378330575684,0.7462771723626405,0.00524904433160267,CHAIN PHARMACY,48,No,Ohio,2012,3,164389,57992,Republican,0.2612523485266654,Republican
WARREN,61290.723708925,38990.118498924996,22300.605209999998,63.6,36.4,0.2247269245833152,0.7713129378998216,0.003960137516863223,CHAIN PHARMACY,53,No,Ohio,2012,2,217749,72055,Republican,0.28147419142648183,Republican
MONTGOMERY,168375.154407975,91273.650387975,77101.50402000001,54.2,45.8,0.2543073422189198,0.7443304075914488,0.0013622501896314184,CHAIN PHARMACY,139,No,Ohio,2012,5,534782,43895,Democrat,0.3148482080697836,Democrat
CARROLL,2870.5998901499997,1593.94750515,1276.6523849999999,55.50000000000001,44.49999999999999,0.24726661059714045,0.7527333894028595,0,CHAIN PHARMACY,3,Yes,Ohio,2012,2,28583,43127,Republican,0.10043032187489066,Republican
FAIRFIELD,44336.23291965,31874.81553465,12461.417385,71.89999999999999,28.10000000000001,0.30829544705804834,0.6876853133030243,0.004019239638927324,CHAIN PHARMACY,37,No,Ohio,2012,2,147490,58971,Republican,0.30060500996440437,Republican
RICHLAND,28736.128198775,21419.823793775,7316.304405,74.5,25.5,0.11085779424337418,0.88591241569298,0.003229790063645863,CHAIN PHARMACY,27,No,Ohio,2012,3,122600,42894,Republican,0.2343893001531403,Republican
SANDUSKY,14928.482392574999,9947.190652575,4981.29174,66.60000000000001,33.39999999999999,0.1785651946238436,0.811136323965788,0.010298481410368302,CHAIN PHARMACY,20,No,Ohio,2012,2,60519,46785,Republican,0.24667430711966487,Republican
CRAWFORD,9523.164433475,6061.941283475,3461.22315,63.7,36.3,0.34241154562383613,0.6552607076350093,0.0023277467411545625,CHAIN PHARMACY,12,No,Ohio,2012,3,42827,41877,Republican,0.2223635658223784,Republican
MORROW,5957.375398625,3999.648013625,1957.727385,67.10000000000001,32.89999999999999,0.30119965724078834,0.6953727506426736,0.003427592116538132,CHAIN PHARMACY,7,Yes,Ohio,2012,2,34968,51534,Republican,0.17036648932238047,Republican
LICKING,40482.37305,28304.298,12178.07505,69.89999999999999,30.10000000000001,0.15633083968398237,0.841361952038034,0.00230720827798364,CHAIN PHARMACY,32,No,Ohio,2012,2,167727,54247,Republican,0.24135871416051083,Republican
LUCAS,162491.3474041,118770.3885841,43720.95882,73.1,26.900000000000006,0.28457838421517623,0.711711004221066,0.0037106115637577305,CHAIN PHARMACY,135,No,Ohio,2012,3,437131,41436,Democrat,0.37172231528786565,Democrat
CLARK,37827.3293892,22238.022094199998,15589.307294999999,58.8,41.2,0.2909103316500614,0.7075201310222465,0.0015695373276920978,CHAIN PHARMACY,32,No,Ohio,2012,4,137193,43684,Republican,0.2757234654042116,Republican
DEFIANCE,8202.395715725,5195.4798607249995,3006.915855,63.3,36.7,0.28912213740458015,0.7101622137404581,7.156488549618321e-4,CHAIN PHARMACY,11,No,Ohio,2012,2,38832,46377,Republican,0.2112277429883859,Republican
FULTON,8163.962597575,5119.224377575,3044.73822,62.7,37.3,0.2885952712100139,0.7111729253592953,2.318034306907742e-4,CHAIN PHARMACY,12,No,Ohio,2012,2,42461,53039,Republican,0.1922696732901957,Republican
TRUMBULL,110600.49866930001,73496.2894193,37104.20925,66.5,33.5,0.26248207317479905,0.7361838375079212,0.001334089317279792,CHAIN PHARMACY,62,No,Ohio,2012,4,207399,42488,Republican,0.5332740209417597,Republican
ADAMS,9315.86927,5408.360375,3907.508895,58.099999999999994,41.900000000000006,0.6961602671118531,0.3038397328881469,0,RETAIL PHARMACY,7,Yes,Ohio,2012,4,28354,34282,Republican,0.3285557335825633,Republican
MAHONING,102986.9337656,67717.8432656,35269.0905,65.8,34.2,0.2654291146991524,0.7273518321570144,0.007219053143833188,CHAIN PHARMACY,88,No,Ohio,2012,3,235845,41112,Democrat,0.43667210992643474,Democrat
LAWRENCE,21647.104789999998,11442.11915,10204.985639999999,52.900000000000006,47.099999999999994,0.42813455657492355,0.5709347161281745,9.307272969020078e-4,CHAIN PHARMACY,17,No,Ohio,2012,3,62118,40244,Republican,0.34848360845487614,Republican
KNOX,17251.81412545,11320.24114045,5931.572985,65.60000000000001,34.39999999999999,0.5199578249736406,0.479740924838078,3.012501882813677e-4,RETAIL PHARMACY,12,No,Ohio,2012,2,60805,49323,Republican,0.28372361031905274,Republican
CLINTON,17449.65359015,11340.47138015,6109.18221,65,35,0.4721383475157837,0.5277244029645897,1.372495196266813e-4,CHAIN PHARMACY,11,No,Ohio,2012,4,41844,46443,Republican,0.41701686239723734,Republican
SHELBY,8581.045335,4016.76825,4564.277085,46.800000000000004,53.199999999999996,0.2212041884816754,0.7782722513089005,5.235602094240838e-4,CHAIN PHARMACY,7,No,Ohio,2012,2,49125,51159,Republican,0.1746777676335878,Republican
AUGLAIZE,6899.106313925,3851.083798925,3048.022515,55.800000000000004,44.199999999999996,0.3375234019791388,0.6619416956405456,5.349023803155924e-4,CHAIN PHARMACY,12,No,Ohio,2012,2,45875,52267,Republican,0.1503892384506812,Republican
COLUMBIANA,30953.32151015,17316.94380515,13636.377704999999,55.900000000000006,44.099999999999994,0.343477618555178,0.6558575860540701,6.647953907519574e-4,CHAIN PHARMACY,28,No,Ohio,2012,2,106441,41870,Republican,0.2908026184473088,Republican
OTTAWA,9621.33614105,6639.31736105,2982.01878,69,31,0.34703632887189295,0.652963671128107,0,CHAIN PHARMACY,9,No,Ohio,2012,2,41339,53850,Republican,0.23274235325116718,Republican
WILLIAMS,6519.07716515,3983.34413015,2535.733035,61.1,38.9,0.2897420515896821,0.707258548290342,0.002999400119976005,CHAIN PHARMACY,9,No,Ohio,2012,1,37547,43176,Republican,0.1736244484286361,Republican
HENRY,3748.999512575,2188.565877575,1560.433635,58.4,41.6,0.17812852311161217,0.8213077790304397,5.636978579481398e-4,CHAIN PHARMACY,4,Yes,Ohio,2012,2,28073,49423,Republican,0.1335446697030955,Republican
VAN WERT,5183.025887875,2827.263137875,2355.76275,54.50000000000001,45.49999999999999,0.3985690235690236,0.5993265993265994,0.0021043771043771043,CHAIN PHARMACY,5,Yes,Ohio,2012,2,28718,44602,Republican,0.1804800434527126,Republican
HIGHLAND,18099.34977,11815.645875,6283.703895,65.3,34.7,0.3742371981958079,0.6248341735208278,9.286282833642876e-4,CHAIN PHARMACY,12,No,Ohio,2012,3,43023,39641,Republican,0.42069009064918766,Republican
UNION,15590.7421153,11658.6993853,3932.04273,74.8,25.200000000000003,0.252834943301134,0.744015119697606,0.003149937001259975,CHAIN PHARMACY,10,Yes,Ohio,2012,2,52832,65866,Republican,0.2951003580273319,Republican
CHAMPAIGN,8256.3790083,5167.6736133,3088.705395,62.6,37.4,0.4006940736785905,0.598505072076882,8.00854244527496e-4,CHAIN PHARMACY,7,Yes,Ohio,2012,2,39578,50214,Republican,0.20861031402041538,Republican
HOCKING,9365.137985,6313.377125,3051.76086,67.4,32.599999999999994,0.21036397285626157,0.7893275755706354,3.0845157310302283e-4,CHAIN PHARMACY,5,Yes,Ohio,2012,3,29299,40556,Republican,0.3196401919860746,Republican
ATHENS,24313.48187725,17804.67512725,6508.80675,73.2,26.799999999999997,0.5530617540217956,0.4469382459782045,0,RETAIL PHARMACY,13,No,Ohio,2012,3,64641,33836,Democrat,0.3761309676095667,Democrat
HARDIN,7123.47476,4320.457625,2803.017135,60.699999999999996,39.300000000000004,0,0.9983102399459277,0.0016897600540723217,CHAIN PHARMACY,8,No,Ohio,2012,2,31638,40732,Republican,0.22515565964978823,Republican
MEIGS,8844.549035,4519.480625,4325.06841,51.1,48.9,0.8135016998542982,0.1850412821758135,0.0014570179698882952,RETAIL PHARMACY,5,Yes,Ohio,2012,3,23605,34704,Republican,0.37468964350773143,Republican
GALLIA,17837.211314375,11012.461439375,6824.7498749999995,61.7,38.3,0.46033782339106266,0.5396621766089373,0,CHAIN PHARMACY,6,Yes,Ohio,2012,3,30823,39399,Republican,0.5786980928000195,Republican
GUERNSEY,16795.428107875,11760.437387875,5034.99072,70,30,0.3743352601156069,0.6245086705202312,0.0011560693641618498,CHAIN PHARMACY,8,Yes,Ohio,2012,2,39826,39293,Republican,0.42172018550381657,Republican
BELMONT,34705.42573635,24754.02702135,9951.398715,71.3,28.700000000000003,0.5640295452522915,0.4349025540624722,0.001067900685236273,RETAIL PHARMACY,27,No,Ohio,2012,2,69638,41676,Republican,0.4983690763139378,Republican
PAULDING,2192.06393,1015.1966,1176.86733,46.300000000000004,53.699999999999996,0.4108159392789374,0.5882352941176471,9.487666034155598e-4,CHAIN PHARMACY,4,Yes,Ohio,2012,2,19278,44099,Republican,0.11370805737109657,Republican
MUSKINGUM,38824.637786775,26172.701021775,12651.936765,67.4,32.599999999999994,0.5582757160999012,0.4373500776068858,0.004374206293212925,RETAIL PHARMACY,33,No,Ohio,2012,2,85873,40398,Republican,0.452116937649494,Republican
VINTON,1184.624725,730.423375,454.20135,61.7,38.3,1,0,0,RETAIL PHARMACY,1,Yes,Ohio,2012,4,13235,34432,Republican,0.08950696826596145,Republican
HOLMES,2024.38703,1242.99725,781.38978,61.4,38.6,0.5658284023668639,0.42677514792899407,0.0073964497041420114,RETAIL PHARMACY,4,Yes,Ohio,2012,1,43094,44091,Republican,0.04697607625191442,Republican
NOBLE,3940.0179033,2257.0967133,1682.92119,57.3,42.7,1,0,0,RETAIL PHARMACY,3,Yes,Ohio,2012,2,14578,39544,Republican,0.27027149837426256,Republican
